PayPal configuration error: PayPal credentials not found. Ensure PAYPAL_REST_API_ID and PAYPAL_REST_API_SECRET are set in Railway
Monetization engine error: PayPal credentials not found. Ensure PAYPAL_REST_API_ID and PAYPAL_REST_API_SECRET are set in Railway
[OK] Connected to SQLite database: data\sincor.db
[OK] Database tables initialized (sqlite)
Database Connected: sqlite
JWT Authentication Enabled
Rate Limiting Enabled
Security Headers Enabled
Production Logging Enabled
Monitoring Dashboard Enabled
Loaded 43 agents
Loaded 7 archetypes
[ENGINE API] Registered 15 endpoints
Engine API Controller Enabled
Agent Analytics API Enabled
Agent Steering API Enabled

============================================================
SINCOR MASTER PLATFORM
============================================================
Port: 5000
Debug mode: False
Authentication: ENABLED
Rate Limiting: ENABLED
PayPal: DISABLED
Monetization: DISABLED
Waitlist: ENABLED
Database: data/waitlist.db

Default admin credentials:
  Username: admin
  Password: changeme123
  CHANGE THESE IN PRODUCTION!

Rate Limiting Active:
  Authentication: 5/min, 20/hour, 50/day
  Payments: 10/min, 50/hour, 200/day
  Public endpoints: 20/min, 100/hour, 500/day
============================================================

 * Serving Flask app 'app'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.3:5000
Press CTRL+C to quit
127.0.0.1 - - [01/Oct/2025 23:52:27] "HEAD / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:56:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:56:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:57:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:57:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:57:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:58:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:58:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:58:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:59:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:59:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:59:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:00:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:00:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:00:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:01:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:01:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:01:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:02:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:02:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:02:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:03:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:03:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:03:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:04:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:04:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:04:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:05:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:05:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:05:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:06:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:06:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:06:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:07:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:07:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:07:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:08:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:08:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:08:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:09:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:09:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:09:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:10:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:10:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:10:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:11:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:11:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:11:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:12:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:12:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:12:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:13:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:13:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:13:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:14:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:14:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:14:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:15:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:15:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:15:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:16:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:16:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:16:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:17:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:17:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:17:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:18:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:18:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:18:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:19:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:19:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:19:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:20:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:20:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:20:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:21:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:21:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:21:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:22:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:22:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:22:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:23:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:23:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:23:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:24:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:24:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:24:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:25:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:25:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:25:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:26:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:26:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 02:26:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:20] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:44] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:46] "GET /agent-steering HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:48] "GET /agent-chat HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:50] "GET /agent-observability HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:52] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:54] "GET /test-analytics HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:56] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:16:58] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:00] "GET /api/agent-analytics/health-check HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:03] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:05] "GET /api/agents/list HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:07] "GET /api/agent-analytics/metrics?limit=10 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:09] "GET /api/agent-analytics/interactions?limit=10 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:26] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:28] "GET /agent-steering HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:17:30] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:19:07] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:19:09] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:19:11] "GET /agent-steering HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:19:13] "GET /api/agent-analytics/health-check HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:19:15] "GET /api/agents/list HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:22:54] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:22:56] "GET /agent-steering HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:22:58] "GET /agent-chat HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:00] "GET /agent-observability HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:02] "GET /dashboard HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:04] "GET /test-analytics HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:06] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:08] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:10] "GET /api/agent-analytics/health-check HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:12] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:14] "GET /api/agents/list HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:16] "GET /api/agent-analytics/metrics?limit=10 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:18] "GET /api/agent-analytics/interactions?limit=10 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:20] "GET /api/agent-analytics/tasks?limit=10 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:23] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:25] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:27] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:29] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:31] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:33] "GET /agent-steering HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:35] "GET /api/agent-analytics/health-check HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:37] "GET /api/agents/list HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:23:39] "POST /api/agents/directive HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 07:29:51] "GET /api/agents/list HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 01:44:14] "POST /api/agents/directive HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:11:49] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:11:51] "GET /api/version HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 02:11:53] "POST /api/auth/login HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:11:55] "POST /api/auth/login HTTP/1.1" 401 -
127.0.0.1 - - [03/Oct/2025 02:11:57] "GET /api/admin/dashboard HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 02:11:59] "GET /api/admin/dashboard HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 02:12:02] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:04] "POST /api/waitlist HTTP/1.1" 400 -
127.0.0.1 - - [03/Oct/2025 02:12:06] "POST /api/waitlist HTTP/1.1" 400 -
127.0.0.1 - - [03/Oct/2025 02:12:08] "POST /api/waitlist HTTP/1.1" 400 -
127.0.0.1 - - [03/Oct/2025 02:12:10] "POST /api/payment/create HTTP/1.1" 503 -
127.0.0.1 - - [03/Oct/2025 02:12:12] "POST /api/payment/create HTTP/1.1" 503 -
127.0.0.1 - - [03/Oct/2025 02:12:14] "POST /api/payment/create HTTP/1.1" 503 -
127.0.0.1 - - [03/Oct/2025 02:12:16] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:18] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:20] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:23] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:25] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:27] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:29] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:31] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:33] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:35] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:38] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:40] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:42] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:12:44] "POST /api/waitlist HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:34:03] "GET /api/agent-analytics/activity-timeline?hours=24 HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:34:03] "GET /api/agent-analytics/archetype-summary HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:34:03] "GET /api/agent-analytics/interaction-graph?limit=100 HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:34:04] "GET /api/agent-analytics/tasks?limit=20 HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:34:08] "GET /healthz HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 02:34:25] "GET /healthz HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 02:34:26] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:34:32] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:38:20] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 02:38:32] "GET /api/agents/list HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 18:23:16] "GET /auto-detailing-mediapack HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 18:23:36] "GET /auto-detailing-mediapack HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 18:24:43] "GET /auto-detailing-mediapack HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 18:25:01] "GET /auto-detailing-mediapack HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 18:25:16] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 18:25:36] "GET /auto-detailing-mediapack HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 18:26:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2025 18:26:13] "GET /api/engine/routes HTTP/1.1" 404 -
127.0.0.1 - - [03/Oct/2025 18:27:51] "GET /auto-detailing-mediapack HTTP/1.1" 404 -
